Registration No,Name,Preferred Course,UTME,Post-UTME,English,Maths,Physics,Chemistry,Biology,Agric,Civic Education,Geography,Economics,Government,Literature,admitted_department
REG2025_1769,Chika Adewale,Animal and Environmental Biology,216,66,A1,B2,C6,C5,C5,C5,B2,C4,C5,C6,B3,Animal and Environmental Biology
REG2025_1770,Chika Ojo,Microbiology,248,75,C4,A1,C5,C6,A1,C4,C6,A1,C6,A1,C5,Biochemistry
REG2025_1771,Aisha Chukwu,Biochemistry,247,76,A1,A1,C5,A1,C5,A1,C5,B3,C6,A1,B3,Biochemistry
REG2025_1772,Chika Adeyemi,Applied Physics,173,50,F9,B3,E8,F9,D7,C4,C4,C5,C4,C5,A1,Applied Physics
REG2025_1773,Blessing Ibrahim,Plant Science and Biotechnology,208,66,B3,B2,C6,B3,C6,A1,C6,C6,C5,B2,B2,Plant Science and Biotechnology
REG2025_1774,Blessing Adeyemi,Applied Physics,247,78,B3,B2,A1,B3,A1,B3,A1,C5,C4,C4,C6,Applied Physics
REG2025_1775,Zainab Adeyemi,Industrial Chemistry,148,44,E8,A1,E8,E8,E8,C6,A1,B2,C4,B2,B3,-
REG2025_1776,Aisha Okonkwo,Microbiology,245,70,A1,A1,C4,B3,B3,B3,C5,A1,C4,A1,C5,Animal and Environmental Biology
REG2025_1777,Ifeanyi Okoro,Mathematics and Statistics,222,73,B2,B2,C4,B3,A1,C4,C5,C4,C6,C4,C4,Mathematics and Statistics
REG2025_1778,Uche Okonkwo,Industrial Chemistry,167,52,F9,C4,E8,D7,F9,B2,A1,B3,C5,A1,C5,Industrial Chemistry
REG2025_1779,Zainab Adeyemi,Applied Physics,221,74,B3,B2,A1,B3,C6,C4,A1,B3,C6,C5,A1,Plant Science and Biotechnology
REG2025_1780,Tunde Muhammed,Industrial Chemistry,242,75,A1,C5,B3,B2,C6,C6,C5,B2,C6,B2,C5,Industrial Chemistry
REG2025_1781,Ngozi Adeyemi,Physics,248,70,A1,A1,C6,C4,C6,C4,C6,A1,B2,B2,C4,Industrial Chemistry
REG2025_1782,Tunde Adeyemi,Biochemistry,239,77,C4,B3,A1,A1,C5,C6,C6,C4,B3,A1,B3,-
REG2025_1783,Chika Abubakar,Animal and Environmental Biology,232,61,B2,C6,B3,A1,C6,C5,C5,A1,C5,C6,C5,Plant Science and Biotechnology
REG2025_1784,Blessing Okoro,Applied Physics,191,54,D7,C6,E8,F9,F9,A1,B3,C6,C6,C4,B2,Applied Physics
REG2025_1785,Tunde Muhammed,Microbiology,252,78,B2,B3,B3,A1,C6,B2,A1,B2,C4,A1,A1,Microbiology
REG2025_1786,Aisha Chukwu,Biochemistry,235,75,C6,A1,A1,C4,B2,C6,C4,C5,C5,C4,C6,Biochemistry
REG2025_1787,Funmi Chukwu,Animal and Environmental Biology,213,60,C6,B2,B2,C6,B3,C4,C5,B3,A1,C4,C5,Animal and Environmental Biology
REG2025_1788,Blessing Muhammed,Biochemistry,226,72,A1,B3,C5,B2,B3,C5,B2,A1,C5,A1,B2,Biochemistry
REG2025_1789,Blessing Chukwu,Biochemistry,253,76,C4,A1,C5,C6,C4,C5,A1,C4,C4,C5,B3,-
REG2025_1790,Blessing Muhammed,Biochemistry,160,35,D7,C4,D7,D7,E8,C4,C4,B3,B3,C5,A1,Biochemistry
REG2025_1791,Seun Adeyemi,Physics,221,73,B3,C6,C4,C4,C6,C5,B2,C4,C6,A1,C4,Physics
REG2025_1792,Ifeanyi Muhammed,Animal and Environmental Biology,249,78,C5,C6,A1,C5,A1,C4,C4,C5,C4,C5,C4,Animal and Environmental Biology
REG2025_1793,Ngozi Adewale,Mathematics and Statistics,214,70,C5,B2,A1,C4,A1,C6,C4,A1,C5,C5,C6,Animal and Environmental Biology
REG2025_1794,Zainab Okoro,Microbiology,254,78,C4,A1,B2,C6,C6,C5,C5,A1,C6,C4,B2,Microbiology
REG2025_1795,Aisha Ojo,Plant Science and Biotechnology,221,66,B2,B2,C6,C6,B2,C6,C6,C5,C6,C6,A1,Plant Science and Biotechnology
REG2025_1796,Blessing Balogun,Physics,135,46,F9,B3,F9,D7,D7,B3,C4,C4,C5,B3,C4,-
REG2025_1797,Ifeanyi Okonkwo,Physics,236,75,B2,C5,B3,C6,B3,C5,A1,C4,A1,B2,A1,Physics
REG2025_1798,Funmi Balogun,Mathematics and Statistics,221,71,A1,C4,B2,B3,B3,C6,C4,B3,B2,C5,B3,Mathematics and Statistics
REG2025_1799,Uche Adeyemi,Industrial Chemistry,226,65,C4,B3,B3,C6,A1,B2,C5,A1,C5,B3,A1,Mathematics and Statistics
REG2025_1800,Seun Ibrahim,Biochemistry,244,75,C6,B3,C5,B3,A1,C4,B2,B2,C4,C6,C4,Biochemistry
REG2025_1801,Funmi Ibrahim,Computer Science,244,71,C4,B3,B3,B2,B2,A1,B2,B3,A1,C5,C4,Applied Physics
REG2025_1802,Seun Adewale,Mathematics and Statistics,241,77,B3,C6,B2,B3,B2,C4,A1,C6,A1,C5,B3,Plant Science and Biotechnology
REG2025_1803,Aisha Okoro,Biochemistry,160,46,E8,B3,F9,F9,F9,B3,B3,B2,C6,C6,C5,Biochemistry
REG2025_1804,Blessing Okonkwo,Industrial Chemistry,147,46,D7,A1,D7,D7,D7,C6,B2,C5,C4,A1,C6,Animal and Environmental Biology
REG2025_1805,Uche Adewale,Microbiology,177,47,D7,B2,F9,D7,E8,C4,C6,A1,B3,C4,C6,Microbiology
REG2025_1806,Ifeanyi Ibrahim,Animal and Environmental Biology,232,63,B3,C5,A1,A1,A1,C4,C6,B3,C5,C6,C5,Animal and Environmental Biology
REG2025_1807,Seun Okoro,Applied Physics,234,74,C5,C5,C6,C5,C5,B3,B3,C4,C5,B2,C4,-
REG2025_1808,Funmi Balogun,Applied Physics,123,38,D7,A1,D7,D7,D7,B3,C4,C4,A1,C6,C6,Applied Physics
REG2025_1809,Aisha Balogun,Microbiology,123,32,E8,B3,E8,E8,E8,C6,B2,C4,C6,C4,C5,Physics
REG2025_1810,Seun Chukwu,Computer Science,242,79,C4,C6,A1,C6,B2,A1,A1,A1,C5,B2,C5,Computer Science
REG2025_1811,Blessing Abubakar,Biochemistry,135,54,E8,C5,D7,D7,E8,C6,C5,B2,C4,B3,A1,Biochemistry
REG2025_1812,Zainab Balogun,Animal and Environmental Biology,220,69,C4,B2,B3,B2,B2,C5,C6,C5,C5,A1,B2,Animal and Environmental Biology
REG2025_1813,Zainab Ojo,Physics,187,50,E8,B3,F9,E8,F9,C4,C5,C6,C5,C5,A1,Physics
REG2025_1814,Tunde Muhammed,Microbiology,249,70,C5,C6,B3,B3,B2,C4,C5,B3,A1,B3,B2,Microbiology
REG2025_1815,Funmi Balogun,Applied Physics,237,73,A1,C6,B2,C4,C4,B2,C4,B3,C4,C5,B3,Applied Physics
REG2025_1816,Funmi Muhammed,Mathematics and Statistics,125,31,D7,B3,F9,F9,F9,B3,B2,B2,A1,C5,C6,Animal and Environmental Biology
REG2025_1817,Aisha Abubakar,Industrial Chemistry,237,67,C4,B3,C4,B3,C5,B2,C4,B3,C4,C5,A1,Industrial Chemistry
REG2025_1818,Zainab Okoro,Microbiology,235,77,B3,B2,A1,C4,C5,C6,C5,B2,A1,C5,C6,Microbiology
REG2025_1819,Blessing Adeyemi,Industrial Chemistry,188,53,D7,C4,D7,E8,F9,A1,C4,A1,C5,C5,A1,Industrial Chemistry
REG2025_1820,Blessing Chukwu,Computer Science,269,83,C6,C4,B2,C6,C4,B2,B3,C4,C5,C5,C5,Mathematics and Statistics
REG2025_1821,Funmi Abubakar,Animal and Environmental Biology,147,48,D7,A1,F9,E8,E8,B3,A1,B2,A1,A1,C5,Plant Science and Biotechnology
REG2025_1822,Funmi Abubakar,Computer Science,196,47,E8,B3,D7,E8,F9,B2,C6,C4,C5,C4,B2,Mathematics and Statistics
REG2025_1823,Blessing Chukwu,Applied Physics,215,75,B3,C6,C6,C5,B3,C6,B3,C6,C5,B3,C5,Applied Physics
REG2025_1824,Uche Ojo,Animal and Environmental Biology,232,63,C6,C5,B2,B2,C4,B3,A1,B3,C4,C5,B2,Animal and Environmental Biology
REG2025_1825,Funmi Okonkwo,Animal and Environmental Biology,208,68,C6,A1,C5,C6,C6,B2,C6,B2,B2,B3,C6,Animal and Environmental Biology
REG2025_1826,Aisha Chukwu,Applied Physics,225,70,A1,B3,C4,B2,C4,C4,A1,C6,C5,A1,C5,Mathematics and Statistics
REG2025_1827,Blessing Muhammed,Physics,240,75,A1,C5,C5,B2,C5,C4,C6,C5,B3,B2,C6,Physics
REG2025_1828,Zainab Abubakar,Microbiology,246,77,A1,C4,C4,A1,C5,B3,A1,B2,C6,C6,C4,Industrial Chemistry
REG2025_1829,Tunde Chukwu,Computer Science,184,34,E8,B3,D7,F9,D7,C6,C5,B2,B2,B3,C6,Animal and Environmental Biology
REG2025_1830,Aisha Adewale,Applied Physics,225,66,B2,B2,C4,B3,C6,C6,B3,A1,C6,C6,C5,Applied Physics
REG2025_1831,Ngozi Chukwu,Animal and Environmental Biology,240,77,B2,B2,B3,C4,C5,A1,C5,C6,B3,B2,B3,Plant Science and Biotechnology
REG2025_1832,Chika Ojo,Biochemistry,249,78,C6,B3,C4,C6,C5,C5,B2,B2,C5,B2,B3,Biochemistry
REG2025_1833,Tunde Chukwu,Microbiology,182,34,F9,C5,F9,F9,F9,C5,A1,B2,C5,C6,C5,Biochemistry
REG2025_1834,Chika Adewale,Physics,220,71,C6,A1,C5,C6,A1,C4,C6,A1,B2,B3,B2,-
REG2025_1835,Uche Balogun,Microbiology,170,32,E8,B2,D7,E8,D7,C6,C4,A1,B3,C6,A1,Physics
REG2025_1836,Funmi Adeyemi,Applied Physics,158,46,E8,A1,F9,E8,F9,C5,B3,C5,A1,C6,B2,Applied Physics
REG2025_1837,Seun Okonkwo,Plant Science and Biotechnology,162,41,F9,B2,F9,F9,D7,C4,A1,C5,C4,B3,B3,Plant Science and Biotechnology
REG2025_1838,Zainab Muhammed,Applied Physics,180,44,F9,C4,F9,D7,D7,A1,A1,B2,C5,C5,C4,-
REG2025_1839,Funmi Adewale,Animal and Environmental Biology,207,61,C4,C6,C5,C4,B3,C5,A1,B3,B2,C6,B2,Animal and Environmental Biology
REG2025_1840,Uche Balogun,Industrial Chemistry,158,45,E8,B2,D7,F9,E8,C4,B2,B3,A1,A1,C5,Animal and Environmental Biology
REG2025_1841,Ifeanyi Balogun,Applied Physics,133,36,D7,B3,E8,E8,D7,B3,B2,B2,C6,B2,B3,-
REG2025_1842,Tunde Abubakar,Microbiology,158,34,F9,C6,E8,E8,E8,C6,B2,C5,B2,A1,C6,Microbiology
REG2025_1843,Seun Okonkwo,Computer Science,264,76,C4,C6,B3,C4,C4,B3,B3,B2,B3,C5,C6,Computer Science
REG2025_1844,Blessing Okoro,Physics,223,74,C6,C6,C4,B3,B2,C4,C4,B3,B3,A1,C6,Applied Physics
REG2025_1845,Seun Okoro,Microbiology,258,78,C5,B3,B2,A1,C6,C4,B3,B2,B2,A1,A1,Microbiology
REG2025_1846,Chika Muhammed,Applied Physics,244,75,C5,B2,B3,B3,C6,C4,C6,C5,C5,B2,B2,Industrial Chemistry
REG2025_1847,Blessing Adewale,Mathematics and Statistics,224,67,B3,C4,A1,A1,C6,A1,C4,C5,B3,B3,C4,Mathematics and Statistics
REG2025_1848,Uche Balogun,Microbiology,243,77,B3,C5,C4,C5,C6,B2,B3,B3,B3,C5,C5,Mathematics and Statistics
REG2025_1849,Aisha Ibrahim,Industrial Chemistry,232,67,B2,B2,C6,C5,C4,B2,B2,B2,A1,A1,A1,Industrial Chemistry
REG2025_1850,Ifeanyi Abubakar,Microbiology,170,55,E8,C4,D7,D7,D7,A1,C5,B2,C5,C4,C6,Microbiology
REG2025_1851,Uche Ojo,Animal and Environmental Biology,213,60,B3,B3,B2,A1,B3,C6,C4,C4,C4,B2,C6,Animal and Environmental Biology
REG2025_1852,Ngozi Okonkwo,Microbiology,159,52,F9,B3,D7,F9,D7,C6,B2,C6,A1,B3,C6,Biochemistry
REG2025_1853,Blessing Ibrahim,Microbiology,249,72,C4,C4,C6,C5,B2,C4,C4,A1,C6,A1,A1,Microbiology
REG2025_1854,Seun Abubakar,Applied Physics,188,47,E8,C6,D7,F9,D7,B2,C5,B2,C5,B3,C6,Applied Physics
REG2025_1855,Ngozi Ibrahim,Biochemistry,227,75,B2,A1,C6,C5,C4,B3,C6,C6,B3,B2,C5,Plant Science and Biotechnology
REG2025_1856,Tunde Okoro,Physics,243,70,A1,B2,C5,B2,C6,C6,A1,C6,B3,C6,C6,Animal and Environmental Biology
REG2025_1857,Ngozi Abubakar,Microbiology,230,72,A1,C4,A1,C5,C6,B2,B2,C4,B2,C4,B2,Microbiology
REG2025_1858,Seun Abubakar,Biochemistry,242,78,C4,C6,B2,C6,C5,C4,C6,C6,B3,C5,A1,Biochemistry
REG2025_1859,Chika Muhammed,Mathematics and Statistics,246,78,C4,A1,B2,B3,B3,C5,C5,B3,C5,C4,B3,-
REG2025_1860,Ngozi Okonkwo,Mathematics and Statistics,226,71,B2,A1,B3,C6,B2,B3,C6,C4,A1,B3,B2,Mathematics and Statistics
REG2025_1861,Aisha Abubakar,Industrial Chemistry,131,47,D7,C6,D7,D7,E8,C6,C6,C5,C4,C5,C5,Plant Science and Biotechnology
REG2025_1862,Zainab Balogun,Microbiology,246,76,B3,A1,C5,C6,B2,C6,C5,C4,A1,A1,C6,Microbiology
REG2025_1863,Funmi Ojo,Animal and Environmental Biology,227,62,C5,C5,C5,C6,C5,B3,C6,C6,C5,B2,C4,-
REG2025_1864,Ifeanyi Okonkwo,Microbiology,246,79,C5,B3,C4,A1,A1,C5,C5,B2,C5,B2,C4,Animal and Environmental Biology
REG2025_1865,Seun Okoro,Computer Science,254,83,C6,A1,C5,B2,A1,B3,C6,C6,C6,C4,A1,Biochemistry
REG2025_1866,Uche Okonkwo,Applied Physics,124,43,F9,B2,D7,D7,D7,B2,B2,B3,A1,A1,C5,Plant Science and Biotechnology
REG2025_1867,Blessing Muhammed,Physics,234,77,C4,C4,A1,C5,B2,A1,C4,B2,C6,C4,B2,Physics
REG2025_1868,Tunde Okonkwo,Physics,243,77,B2,B3,B2,B3,B3,B2,C5,B2,B2,C4,B2,Physics
REG2025_1869,Aisha Muhammed,Physics,243,79,C6,A1,B2,C4,C5,B3,C4,C4,A1,C5,B2,Industrial Chemistry
REG2025_1870,Ngozi Okonkwo,Biochemistry,247,73,A1,C6,C6,A1,B2,B3,C6,B2,B3,A1,C4,Biochemistry
REG2025_1871,Ngozi Balogun,Computer Science,123,38,F9,B3,E8,F9,D7,C4,C4,B2,B3,B2,C6,Biochemistry
REG2025_1872,Chika Chukwu,Physics,227,73,A1,A1,C4,C4,A1,C4,A1,A1,B2,C6,A1,Industrial Chemistry
REG2025_1873,Aisha Adewale,Physics,122,34,E8,C4,D7,F9,F9,A1,B3,C4,B3,C6,B3,Industrial Chemistry
REG2025_1874,Funmi Adewale,Microbiology,245,75,A1,C5,C5,B3,B3,C4,B3,B3,C4,C4,B3,Microbiology
REG2025_1875,Seun Adewale,Applied Physics,195,33,D7,C6,D7,E8,E8,A1,A1,B2,C4,A1,C6,Plant Science and Biotechnology
REG2025_1876,Tunde Okonkwo,Plant Science and Biotechnology,221,68,C5,C6,C4,B3,A1,C4,A1,B2,B2,A1,B3,Plant Science and Biotechnology
REG2025_1877,Chika Balogun,Microbiology,244,76,C6,C4,B3,C4,C4,C4,A1,B3,B2,C5,B3,Microbiology
REG2025_1878,Aisha Ojo,Microbiology,256,71,B2,B3,C5,B2,A1,C4,A1,C6,C5,B3,C4,Microbiology
REG2025_1879,Tunde Muhammed,Plant Science and Biotechnology,162,32,E8,C6,D7,F9,E8,A1,B2,C6,C5,B2,C5,Plant Science and Biotechnology
REG2025_1880,Seun Ojo,Biochemistry,141,33,D7,B3,F9,E8,E8,C4,A1,C6,B2,B2,C5,-
REG2025_1881,Blessing Muhammed,Computer Science,132,40,D7,B2,E8,E8,E8,C6,B2,C4,C6,B2,C6,Computer Science
REG2025_1882,Tunde Okoro,Computer Science,240,70,A1,B3,C4,C4,A1,C5,C6,B2,A1,C4,C4,Physics
REG2025_1883,Seun Ojo,Applied Physics,120,41,D7,C6,D7,F9,F9,B2,A1,C4,A1,B2,A1,Industrial Chemistry
REG2025_1884,Chika Adewale,Animal and Environmental Biology,207,65,C6,A1,B2,C6,C6,B2,C5,C5,C6,C5,C6,Animal and Environmental Biology
REG2025_1885,Zainab Muhammed,Computer Science,262,75,C5,C4,A1,C6,B2,B3,A1,C5,C5,C5,B2,Computer Science
REG2025_1886,Chika Adeyemi,Plant Science and Biotechnology,129,51,E8,A1,E8,D7,F9,B3,B3,B2,C4,C5,C6,Plant Science and Biotechnology
REG2025_1887,Blessing Balogun,Animal and Environmental Biology,224,64,A1,C5,A1,A1,B2,A1,B3,C6,B2,C5,B3,Plant Science and Biotechnology
REG2025_1888,Aisha Adeyemi,Industrial Chemistry,155,41,E8,B3,D7,D7,F9,C5,B3,B3,C4,C4,B2,Animal and Environmental Biology
REG2025_1889,Chika Ojo,Animal and Environmental Biology,222,67,C5,B2,C4,C6,B2,C4,B3,B2,C5,C6,C5,Animal and Environmental Biology
REG2025_1890,Funmi Muhammed,Computer Science,233,74,C6,C4,B3,C6,B3,B2,B2,C5,A1,C4,A1,Computer Science
REG2025_1891,Blessing Adewale,Computer Science,260,81,C4,B3,B2,C4,A1,C6,A1,B2,C5,B2,A1,Computer Science
REG2025_1892,Blessing Ibrahim,Applied Physics,219,75,B3,C5,B2,C4,C4,A1,C6,B2,C4,B3,A1,Plant Science and Biotechnology
REG2025_1893,Ngozi Ojo,Applied Physics,222,73,A1,C4,A1,A1,C4,A1,B3,C4,B2,C6,C6,Plant Science and Biotechnology
REG2025_1894,Funmi Muhammed,Biochemistry,253,75,A1,B2,A1,C6,C6,A1,A1,B3,C5,A1,C6,Mathematics and Statistics
REG2025_1895,Ifeanyi Adeyemi,Animal and Environmental Biology,219,66,C4,C5,B2,C4,C5,C6,C6,C6,B3,C6,A1,Plant Science and Biotechnology
REG2025_1896,Zainab Adewale,Physics,235,69,B3,C5,B2,C4,A1,C6,B3,C6,B2,C4,C6,Physics
REG2025_1897,Seun Balogun,Physics,227,72,C4,C5,A1,B2,C6,A1,B2,C5,B2,B3,B3,Physics
REG2025_1898,Ifeanyi Muhammed,Microbiology,234,76,B2,B3,B2,C6,C5,C5,C5,A1,B2,A1,A1,Microbiology
REG2025_1899,Funmi Ojo,Animal and Environmental Biology,188,33,D7,C6,F9,F9,E8,C6,A1,C4,B3,C4,B2,Animal and Environmental Biology
REG2025_1900,Ifeanyi Ojo,Physics,153,47,D7,C5,E8,D7,F9,B2,A1,A1,C4,B2,C6,Physics
REG2025_1901,Chika Okonkwo,Plant Science and Biotechnology,167,35,D7,B3,E8,D7,D7,C5,B2,B3,C6,B3,A1,Plant Science and Biotechnology
REG2025_1902,Tunde Muhammed,Biochemistry,235,70,C5,C4,C4,B3,B2,A1,C4,C5,A1,C5,C4,-
REG2025_1903,Blessing Ibrahim,Animal and Environmental Biology,207,69,C4,C5,B3,B2,B3,C4,A1,C4,B3,B2,C6,Animal and Environmental Biology
REG2025_1904,Chika Adewale,Plant Science and Biotechnology,187,38,F9,C6,D7,D7,F9,A1,C5,C5,B2,B3,C5,Plant Science and Biotechnology
REG2025_1905,Tunde Ojo,Biochemistry,243,77,A1,C5,B3,B3,C6,B3,B3,B3,C5,A1,B2,Biochemistry
REG2025_1906,Tunde Balogun,Industrial Chemistry,238,66,A1,B2,C5,B3,C4,B3,B3,B2,C5,B3,B2,Industrial Chemistry
REG2025_1907,Zainab Okoro,Physics,161,57,E8,C4,D7,E8,D7,B3,C5,C6,B2,B2,C5,Physics
REG2025_1908,Uche Abubakar,Applied Physics,250,76,C5,C4,C6,C5,B2,B2,B2,C5,B3,C5,B2,Industrial Chemistry
REG2025_1909,Tunde Okonkwo,Animal and Environmental Biology,228,69,C5,B2,B2,C5,C6,B3,C5,B3,A1,B2,C5,Animal and Environmental Biology
REG2025_1910,Uche Ojo,Industrial Chemistry,140,45,E8,C4,E8,F9,F9,C5,C5,B3,B2,C6,C5,-
REG2025_1911,Tunde Adeyemi,Industrial Chemistry,254,78,B3,C6,B3,B3,C4,C5,B3,C4,B3,B3,A1,Industrial Chemistry
REG2025_1912,Uche Ojo,Plant Science and Biotechnology,148,44,E8,C4,E8,E8,F9,C4,A1,B3,C6,B2,B3,Plant Science and Biotechnology
REG2025_1913,Ifeanyi Okonkwo,Mathematics and Statistics,221,70,B3,C4,C6,C6,B3,B3,A1,C6,C6,B2,C6,Mathematics and Statistics
REG2025_1914,Seun Ojo,Mathematics and Statistics,157,40,E8,C6,E8,E8,D7,A1,B3,B3,A1,C5,C5,Mathematics and Statistics
REG2025_1915,Chika Muhammed,Animal and Environmental Biology,208,61,C4,A1,C4,A1,C5,B2,C4,C4,C5,B2,B3,Animal and Environmental Biology
REG2025_1916,Seun Balogun,Animal and Environmental Biology,183,49,D7,B3,D7,E8,F9,A1,C5,C6,C6,B3,B3,Plant Science and Biotechnology
REG2025_1917,Zainab Adewale,Microbiology,195,47,F9,C6,E8,D7,D7,C5,C5,C5,C5,C5,B2,Physics
REG2025_1918,Aisha Adewale,Industrial Chemistry,234,72,C6,C4,A1,C4,A1,C6,C5,C5,C4,C5,B3,Plant Science and Biotechnology
REG2025_1919,Aisha Adeyemi,Mathematics and Statistics,244,76,C5,C6,C4,C5,A1,C5,B3,B3,C6,A1,A1,Mathematics and Statistics
REG2025_1920,Ngozi Ojo,Physics,241,70,C4,B2,A1,C6,C5,C6,C5,C4,C5,A1,B3,-
REG2025_1921,Funmi Balogun,Plant Science and Biotechnology,149,40,D7,A1,D7,D7,F9,C6,B2,A1,C6,C4,A1,Plant Science and Biotechnology
REG2025_1922,Chika Chukwu,Applied Physics,236,70,C4,A1,C5,A1,C4,C6,B2,B3,C6,C5,C6,Mathematics and Statistics
REG2025_1923,Chika Adewale,Applied Physics,150,38,E8,C4,F9,F9,F9,C5,B3,B2,C5,C4,A1,Applied Physics
REG2025_1924,Funmi Adewale,Industrial Chemistry,142,31,D7,C4,E8,F9,D7,C6,C4,C6,B2,C4,B2,-
REG2025_1925,Tunde Okoro,Applied Physics,157,40,D7,C6,F9,E8,E8,C6,B2,C6,B2,B3,C5,Applied Physics
REG2025_1926,Ifeanyi Adewale,Computer Science,250,78,B3,C5,C5,A1,C6,C4,B2,C5,B2,C5,B3,Computer Science
REG2025_1927,Ifeanyi Adeyemi,Plant Science and Biotechnology,201,69,C6,A1,A1,A1,B3,B3,C6,C6,C4,B3,B2,Plant Science and Biotechnology
REG2025_1928,Ngozi Okonkwo,Mathematics and Statistics,253,77,B3,C4,C4,C6,C5,C6,C5,C5,B3,A1,B2,Mathematics and Statistics
REG2025_1929,Blessing Ibrahim,Industrial Chemistry,248,75,C6,B2,A1,B2,C6,B3,C6,C6,C6,C6,B2,Industrial Chemistry
REG2025_1930,Ifeanyi Adewale,Animal and Environmental Biology,171,38,F9,A1,D7,D7,E8,C5,C6,C5,B2,C6,C6,Plant Science and Biotechnology
REG2025_1931,Blessing Adewale,Microbiology,248,77,C5,B2,B3,A1,C6,C5,C5,C5,C4,A1,A1,Microbiology
REG2025_1932,Blessing Adeyemi,Plant Science and Biotechnology,148,35,E8,C4,F9,D7,E8,C4,A1,C4,B2,C6,B2,Plant Science and Biotechnology
REG2025_1933,Tunde Balogun,Applied Physics,133,41,F9,B2,F9,E8,F9,B2,C6,C4,A1,C4,C4,Applied Physics
REG2025_1934,Funmi Chukwu,Physics,246,75,C5,B3,B2,B2,B2,B2,C6,A1,B2,A1,C4,Mathematics and Statistics
REG2025_1935,Blessing Balogun,Physics,235,68,C6,C5,B2,C5,A1,C5,C4,C5,B2,C4,B2,Applied Physics
REG2025_1936,Ifeanyi Chukwu,Industrial Chemistry,157,33,E8,C4,F9,D7,D7,B2,C4,B2,B3,B2,C4,Industrial Chemistry
REG2025_1937,Aisha Ojo,Industrial Chemistry,217,73,B3,A1,B3,B3,B2,A1,C6,C5,A1,C6,C4,Animal and Environmental Biology
REG2025_1938,Chika Adewale,Mathematics and Statistics,229,73,A1,C5,C4,A1,B2,C4,C4,C5,A1,B3,A1,Mathematics and Statistics
REG2025_1939,Blessing Chukwu,Plant Science and Biotechnology,141,45,F9,B2,F9,D7,E8,C6,B2,A1,B2,C4,A1,Plant Science and Biotechnology
REG2025_1940,Seun Chukwu,Applied Physics,238,71,C5,C4,B2,A1,C4,C5,A1,C5,B2,C5,A1,Applied Physics
REG2025_1941,Blessing Adeyemi,Microbiology,253,77,B2,B2,C4,B3,B2,B2,C5,C6,C4,C5,B3,-
REG2025_1942,Zainab Okoro,Mathematics and Statistics,159,42,E8,B3,F9,F9,F9,C4,C6,C4,B2,B3,C5,Mathematics and Statistics
REG2025_1943,Aisha Adeyemi,Biochemistry,172,53,F9,B3,E8,D7,F9,B2,A1,B3,C6,C5,A1,Biochemistry
REG2025_1944,Aisha Okonkwo,Applied Physics,146,45,E8,C5,D7,F9,E8,C6,C6,C4,C4,C6,A1,Applied Physics
REG2025_1945,Aisha Okoro,Mathematics and Statistics,142,39,F9,A1,D7,E8,D7,C5,A1,A1,C6,C4,A1,Mathematics and Statistics
REG2025_1946,Seun Muhammed,Computer Science,252,81,C6,A1,A1,C5,A1,B2,C6,B3,C4,A1,A1,-
REG2025_1947,Funmi Okonkwo,Microbiology,250,79,B2,B2,C4,A1,B2,C5,C4,B3,C5,B3,B3,Microbiology
REG2025_1948,Zainab Balogun,Computer Science,241,79,A1,C5,B2,A1,A1,C4,C4,A1,B3,A1,B2,Computer Science
REG2025_1949,Ngozi Abubakar,Mathematics and Statistics,128,52,D7,B3,D7,D7,D7,C6,B2,C6,C6,C5,C4,Mathematics and Statistics
REG2025_1950,Tunde Balogun,Industrial Chemistry,127,38,F9,C4,E8,E8,E8,A1,C6,C6,C6,C4,A1,-
REG2025_1951,Uche Ibrahim,Plant Science and Biotechnology,208,64,B3,C6,C5,C4,A1,C4,B3,C5,C6,C5,A1,Plant Science and Biotechnology
REG2025_1952,Ifeanyi Okoro,Mathematics and Statistics,231,66,C4,B3,B2,C5,B2,B3,C4,C6,B3,C4,A1,Animal and Environmental Biology
REG2025_1953,Uche Okoro,Mathematics and Statistics,231,66,C6,C4,A1,A1,A1,C5,B2,C4,C4,B2,C4,-
REG2025_1954,Chika Chukwu,Industrial Chemistry,132,50,E8,B3,D7,D7,F9,C5,B3,C5,B2,C5,B3,Industrial Chemistry
REG2025_1955,Zainab Balogun,Industrial Chemistry,226,67,C5,C6,B3,C6,A1,A1,C5,B2,C5,B3,C5,Plant Science and Biotechnology
REG2025_1956,Ngozi Okoro,Microbiology,196,39,E8,A1,F9,F9,E8,C4,C6,C6,B2,B2,B3,Microbiology
REG2025_1957,Tunde Okoro,Microbiology,250,78,C4,C4,C5,C4,B2,A1,C4,B2,C5,C4,C5,Microbiology
REG2025_1958,Ifeanyi Okonkwo,Mathematics and Statistics,209,69,B2,C6,A1,B2,B2,C6,A1,A1,B2,C6,C6,Mathematics and Statistics
REG2025_1959,Ngozi Adeyemi,Mathematics and Statistics,212,74,A1,B2,B2,C5,B2,C4,C5,C5,A1,B3,B2,Animal and Environmental Biology
REG2025_1960,Ifeanyi Adeyemi,Computer Science,255,82,C6,C6,C5,A1,C6,B3,B2,B2,C4,B2,C5,Computer Science
REG2025_1961,Funmi Adewale,Computer Science,262,78,A1,B3,C6,C4,C6,C6,C6,B3,A1,B3,B2,Computer Science
REG2025_1962,Seun Ojo,Mathematics and Statistics,245,77,B2,C5,C4,C5,B2,C6,C5,C4,B3,C4,B3,Mathematics and Statistics
