Registration No,Name,Preferred Course,UTME,Post-UTME,English,Maths,Physics,Chemistry,Biology,Agric,Geography,Economics,Literature,admitted_department
REG2025_0836,Amanda Khan,Mathematics and Statistics,202,62,B3,B3,C6,C6,C6,C6,A1,A1,A1,Plant Science and Biotechnology
REG2025_0837,Kevin Hutchinson,Computer Science,211,62,B2,B2,C6,C6,C6,C6,C4,C4,C4,Plant Science and Biotechnology
REG2025_0838,Katie Clark,Industrial Chemistry,204,61,A1,A1,B2,B2,B2,B2,C4,C4,C4,Plant Science and Biotechnology
REG2025_0839,Mr Max Smith,Plant Science and Biotechnology,143,40,D7,D7,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0840,Nathan Harvey,Applied Physics,120,49,F9,F9,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0841,Dr Robert Brookes,Industrial Chemistry,208,61,C4,C4,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0842,Graham King-Roberts,Animal and Environmental Biology,202,60,C6,C6,C6,C6,C6,C6,C5,C5,C5,Plant Science and Biotechnology
REG2025_0843,Susan Jones,Computer Science,226,68,B2,B2,B2,B2,B2,B2,C4,C4,C4,Mathematics and Statistics
REG2025_0844,Craig Clarke,Mathematics and Statistics,204,61,B2,B2,B3,B3,B3,B3,C6,C6,C6,Animal and Environmental Biology
REG2025_0845,Sean Gilbert-Blackburn,Industrial Chemistry,208,64,C5,C5,C5,C5,C5,C5,C5,C5,C5,Mathematics and Statistics
REG2025_0846,John Richardson-Barrett,Mathematics and Statistics,204,61,C4,C4,C5,C5,C5,C5,C4,C4,C4,Animal and Environmental Biology
REG2025_0847,Mr Ian Greenwood,Industrial Chemistry,207,64,C4,C4,B2,B2,B2,B2,B3,B3,B3,Mathematics and Statistics
REG2025_0848,Miss Melissa Heath,Biochemistry,206,67,C6,C6,A1,A1,A1,A1,C6,C6,C6,Animal and Environmental Biology
REG2025_0849,Kevin Cooper,Industrial Chemistry,200,60,C5,C5,B3,B3,B3,B3,B3,B3,B3,Plant Science and Biotechnology
REG2025_0850,Terry Henry-Johnston,Plant Science and Biotechnology,179,33,B3,E8,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0851,Abdul Fleming-Rose,Computer Science,225,68,B2,B2,A1,A1,A1,A1,B2,B2,B2,Animal and Environmental Biology
REG2025_0852,Angela Moore,Computer Science,231,70,C4,C4,A1,A1,A1,A1,C6,C6,C6,Physics
REG2025_0853,Harriet Taylor,Physics,219,66,C6,C6,C5,C5,C5,C5,C4,C4,C4,Plant Science and Biotechnology
REG2025_0854,Mr Gordon Barnes,Biochemistry,222,67,B3,B3,C5,C5,C5,C5,C4,C4,C4,Applied Physics
REG2025_0855,Brian Miller,Microbiology,220,67,C4,C4,A1,A1,A1,A1,B3,B3,B3,Applied Physics
REG2025_0856,Grace White,Computer Science,236,74,B3,B3,C4,C4,C4,C4,C5,C5,C5,Microbiology
REG2025_0857,Mrs Charlotte Nash,Computer Science,223,73,C6,C6,C6,C6,C6,C6,C4,C4,C4,Mathematics and Statistics
REG2025_0858,Graeme Todd,Industrial Chemistry,208,64,C5,C5,C5,C5,C5,C5,C6,C6,C6,Mathematics and Statistics
REG2025_0859,Lesley Ali-Browne,Computer Science,225,73,B2,B2,B2,B2,B2,B2,C5,C5,C5,Biochemistry
REG2025_0860,Rhys Douglas-Armstrong,Industrial Chemistry,205,64,B3,B3,B3,B3,B3,B3,C5,C5,C5,Mathematics and Statistics
REG2025_0861,Karl Begum,Computer Science,214,69,B2,B2,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0862,Anna Lawrence,Animal and Environmental Biology,201,60,C6,C6,C5,C5,C5,C5,B2,B2,B2,Plant Science and Biotechnology
REG2025_0863,Melissa Jones,Industrial Chemistry,207,64,B3,B3,C6,C6,C6,C6,C4,C4,C4,Mathematics and Statistics
REG2025_0864,Dr Frances Thompson,Industrial Chemistry,202,62,C6,C6,B2,B2,B2,B2,B3,B3,B3,Plant Science and Biotechnology
REG2025_0865,Peter Johnston,Mathematics and Statistics,204,63,C4,C4,A1,A1,A1,A1,C5,C5,C5,Animal and Environmental Biology
REG2025_0866,Hannah Norton-Potter,Mathematics and Statistics,203,60,C4,C4,C4,C4,C4,C4,B2,B2,B2,Animal and Environmental Biology
REG2025_0867,Douglas Webb,Computer Science,239,71,A1,A1,B2,B2,B2,B2,C6,C6,C6,Microbiology
REG2025_0868,Gerald Smith,Biochemistry,224,68,C4,C4,C5,C5,C5,C5,C6,C6,C6,Industrial Chemistry
REG2025_0869,Beverley Knight,Computer Science,220,72,A1,A1,B3,B3,B3,B3,C4,C4,C4,Applied Physics
REG2025_0870,Joe Harris,Applied Physics,208,64,C4,C4,C6,C6,C6,C6,B3,B3,B3,Mathematics and Statistics
REG2025_0871,Andrew Davies,Industrial Chemistry,209,64,C5,C5,A1,A1,A1,A1,B3,B3,B3,Mathematics and Statistics
REG2025_0872,Aimee Cross,Biochemistry,223,66,B2,B2,C4,C4,C4,C4,C5,C5,C5,Industrial Chemistry
REG2025_0873,Dennis Wright,Computer Science,235,72,A1,A1,A1,A1,A1,A1,A1,A1,A1,Microbiology
REG2025_0874,Leah Robinson,Industrial Chemistry,206,60,C6,C6,C5,C5,C5,C5,C5,C5,C5,Animal and Environmental Biology
REG2025_0875,Jessica Campbell,Mathematics and Statistics,204,62,C6,C6,C4,C4,C4,C4,B2,B2,B2,Plant Science and Biotechnology
REG2025_0876,Andrew Collins-Pearson,Computer Science,217,70,A1,A1,C5,C5,C5,C5,C6,C6,C6,Applied Physics
REG2025_0877,Miss Sylvia Smith,Computer Science,221,74,A1,A1,C5,C5,C5,C5,C5,C5,C5,Physics
REG2025_0878,Jacob Burrows,Computer Science,230,71,C4,C4,C5,C5,C5,C5,C6,C6,C6,Biochemistry
REG2025_0879,Stephen Matthews-Ball,Applied Physics,214,65,A1,A1,A1,A1,A1,A1,B3,B3,B3,Industrial Chemistry
REG2025_0880,Harry Davison,Industrial Chemistry,203,63,B2,B2,A1,A1,A1,A1,A1,A1,A1,Plant Science and Biotechnology
REG2025_0881,Vincent Stewart,Physics,216,67,B3,B3,C6,C6,C6,C6,C4,C4,C4,Industrial Chemistry
REG2025_0882,Kayleigh Williams,Animal and Environmental Biology,135,32,E8,C6,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0883,Declan Green,Industrial Chemistry,208,61,C4,C4,A1,A1,A1,A1,C6,C6,C6,Plant Science and Biotechnology
REG2025_0884,Miss Kate Thompson,Industrial Chemistry,128,40,E8,A1,F9,F9,F9,F9,C4,C4,C4,-
REG2025_0885,Roy Dixon,Physics,214,66,A1,A1,B2,B2,B2,B2,B2,B2,B2,Industrial Chemistry
REG2025_0886,Guy Burrows,Animal and Environmental Biology,201,60,C4,C4,B2,B2,B2,B2,B2,B2,B2,Plant Science and Biotechnology
REG2025_0887,Kimberley Scott-Lloyd,Computer Science,230,74,C6,C6,C4,C4,C4,C4,C6,C6,C6,Plant Science and Biotechnology
REG2025_0888,Eleanor Knight,Applied Physics,207,65,C5,C5,C6,C6,C6,C6,B3,B3,B3,Mathematics and Statistics
REG2025_0889,Cheryl Sinclair-Smith,Mathematics and Statistics,204,62,C5,C5,C6,C6,C6,C6,C5,C5,C5,Animal and Environmental Biology
REG2025_0890,Mr Jacob Wilson,Microbiology,226,70,C5,C5,C5,C5,C5,C5,B3,B3,B3,Biochemistry
REG2025_0891,Danielle Clarke,Applied Physics,214,65,B2,B2,B3,B3,B3,B3,C4,C4,C4,Industrial Chemistry
REG2025_0892,Mr Geoffrey Fry,Animal and Environmental Biology,200,60,C6,C6,B3,B3,B3,B3,B2,B2,B2,Plant Science and Biotechnology
REG2025_0893,Aimee Parker,Physics,136,48,B2,B3,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0894,Sean Richards,Computer Science,228,65,C5,C5,C6,C6,C6,C6,C6,C6,C6,Mathematics and Statistics
REG2025_0895,Mr Kenneth Chan,Microbiology,227,65,B3,B3,A1,A1,A1,A1,B3,B3,B3,Plant Science and Biotechnology
REG2025_0896,Miss Louise Reid,Animal and Environmental Biology,148,37,D7,D7,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0897,Lynn Kelly,Biochemistry,224,63,B2,B2,A1,A1,A1,A1,B2,B2,B2,Animal and Environmental Biology
REG2025_0898,Kenneth Davies,Biochemistry,218,66,C6,C6,C6,C6,C6,C6,A1,A1,A1,Applied Physics
REG2025_0899,Sean Clark-Richards,Physics,203,60,C5,C5,C6,C6,C6,C6,C4,C4,C4,Plant Science and Biotechnology
REG2025_0900,Nicholas Brown,Microbiology,227,67,C4,C4,C4,C4,C4,C4,B3,B3,B3,Applied Physics
REG2025_0901,Mrs Stephanie Fuller,Physics,128,49,F9,F9,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0902,Marian Harris,Mathematics and Statistics,133,31,F9,C6,F9,F9,F9,F9,C5,C5,C5,-
REG2025_0903,Kayleigh Ashton,Microbiology,175,33,D7,C5,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0904,Cheryl Roberts,Physics,141,31,F9,C6,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0905,Anthony Mitchell,Computer Science,128,50,A1,D7,E8,E8,E8,E8,A1,A1,A1,-
REG2025_0906,Ben Singh,Applied Physics,158,33,B3,F9,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0907,Joanna Thompson-Tomlinson,Biochemistry,168,48,E8,B2,E8,E8,E8,E8,C6,C6,C6,-
REG2025_0908,Tina Lewis,Microbiology,172,45,E8,D7,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0909,Molly McCarthy,Applied Physics,155,45,B2,F9,E8,E8,E8,E8,A1,A1,A1,-
REG2025_0910,Kate Morrison,Industrial Chemistry,163,41,B3,B2,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0911,Mrs Sophie Mills,Applied Physics,175,37,A1,C6,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0912,Tracey Atkinson,Industrial Chemistry,147,45,E8,E8,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0913,Dr Charlene Lucas,Animal and Environmental Biology,155,48,F9,F9,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0914,Dylan Dixon,Applied Physics,122,44,E8,C6,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0915,Stephen Blake,Physics,133,39,C4,D7,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0916,Jack White,Animal and Environmental Biology,155,47,D7,C6,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0917,Patrick Morgan,Plant Science and Biotechnology,163,49,F9,B3,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0918,Fiona Brennan,Plant Science and Biotechnology,150,33,C4,B3,E8,E8,E8,E8,C6,C6,C6,-
REG2025_0919,Karl Lee-Bolton,Mathematics and Statistics,179,46,F9,D7,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0920,Mr Jonathan Matthews,Plant Science and Biotechnology,125,31,F9,E8,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0921,Susan Harrison,Applied Physics,137,45,C4,F9,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0922,Carl Hill,Industrial Chemistry,159,37,D7,F9,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0923,David Hayes,Physics,124,41,B3,A1,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0924,Paul Begum,Physics,137,39,A1,E8,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0925,Mr Alexander Watson,Microbiology,175,39,E8,B2,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0926,Duncan Smith,Mathematics and Statistics,141,45,F9,E8,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0927,Scott Jones,Industrial Chemistry,159,38,B3,D7,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0928,Dennis Johnson-Long,Physics,121,37,D7,C5,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0929,Victor Ward,Biochemistry,124,46,B3,D7,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0930,Jason Joyce,Mathematics and Statistics,173,43,E8,B2,F9,F9,F9,F9,C4,C4,C4,-
REG2025_0931,Dr Wayne Saunders,Mathematics and Statistics,157,47,A1,E8,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0932,Helen Smith,Physics,178,41,D7,E8,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0933,Guy Yates,Microbiology,172,35,F9,C5,F9,F9,F9,F9,C5,C5,C5,-
REG2025_0934,Phillip Williams-McLean,Microbiology,155,40,A1,E8,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0935,Gavin Grant-Bibi,Computer Science,168,39,C4,C5,F9,F9,F9,F9,C5,C5,C5,-
REG2025_0936,Mr Allan Carter,Applied Physics,160,36,D7,B3,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0937,Dr Charlie Pickering,Biochemistry,152,31,E8,C6,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0938,Dr Colin Hill,Applied Physics,134,50,C4,D7,E8,E8,E8,E8,A1,A1,A1,-
REG2025_0939,Dr Gerard Ross,Applied Physics,177,35,B2,A1,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0940,Dr Jacqueline Shaw,Applied Physics,150,42,D7,C4,E8,E8,E8,E8,A1,A1,A1,-
REG2025_0941,Joanna Hunt-Ball,Computer Science,144,36,B3,C6,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0942,Francesca Clarke-Horton,Applied Physics,152,41,E8,C6,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0943,Elizabeth Ford,Animal and Environmental Biology,141,38,F9,A1,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0944,Dr Gillian Rees,Physics,136,41,D7,C4,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0945,Louis Fletcher,Animal and Environmental Biology,121,32,C6,C4,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0946,Dr Adrian Smith,Industrial Chemistry,164,45,C5,E8,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0947,Ross Lewis,Plant Science and Biotechnology,132,36,B3,E8,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0948,Mr Sam Harding,Biochemistry,172,46,B2,E8,E8,E8,E8,E8,A1,A1,A1,-
REG2025_0949,Russell Bird,Microbiology,133,37,F9,D7,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0950,Billy Marsden,Animal and Environmental Biology,167,36,C6,D7,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0951,Dr Frederick Adams,Plant Science and Biotechnology,178,50,C4,F9,D7,D7,D7,D7,C6,C6,C6,-
REG2025_0952,William Kelly,Biochemistry,161,31,B2,F9,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0953,Carly Dixon-Harris,Biochemistry,161,38,C5,F9,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0954,Ms Janet Page,Plant Science and Biotechnology,134,34,F9,E8,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0955,Mrs Alison Dale,Physics,177,33,E8,B2,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0956,Chelsea Graham,Industrial Chemistry,163,46,E8,D7,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0957,Georgina Clayton,Physics,167,45,B2,C5,D7,D7,D7,D7,C6,C6,C6,-
REG2025_0958,Leah Porter,Physics,154,30,C5,E8,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0959,Mr Neil Coleman,Computer Science,121,40,F9,F9,E8,E8,E8,E8,B2,B2,B2,-
REG2025_0960,Ross Connolly,Animal and Environmental Biology,158,39,B3,C5,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0961,Leon Murphy,Industrial Chemistry,170,49,B3,C6,D7,D7,D7,D7,A1,A1,A1,-
REG2025_0962,Tina Woods,Physics,173,50,F9,C6,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0963,Toby Preston,Plant Science and Biotechnology,125,44,A1,F9,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0964,Jacqueline Cox,Plant Science and Biotechnology,175,40,E8,D7,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0965,Dr Grace Stevens,Animal and Environmental Biology,174,43,F9,A1,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0966,Miss Kathryn King,Microbiology,141,44,C5,F9,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0967,Simon Carter-Jones,Microbiology,127,40,B3,B3,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0968,Lee Powell,Industrial Chemistry,121,39,F9,D7,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0969,Glen Pritchard,Physics,164,33,A1,D7,F9,F9,F9,F9,C4,C4,C4,-
REG2025_0970,Olivia Palmer,Physics,180,31,E8,D7,E8,E8,E8,E8,A1,A1,A1,-
REG2025_0971,Jeremy Howells,Mathematics and Statistics,143,38,D7,F9,D7,D7,D7,D7,A1,A1,A1,-
REG2025_0972,Jenna Lawrence,Biochemistry,158,49,C5,B2,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0973,Mr Jonathan Gill,Physics,155,40,B2,B3,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0974,Bryan Brown,Plant Science and Biotechnology,173,36,B3,F9,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0975,Mr Toby Chadwick,Animal and Environmental Biology,129,49,E8,C6,D7,D7,D7,D7,C6,C6,C6,-
REG2025_0976,Michelle Newman,Mathematics and Statistics,131,32,C4,F9,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0977,Chelsea Metcalfe,Computer Science,175,45,C5,D7,F9,F9,F9,F9,C5,C5,C5,-
REG2025_0978,Rosemary Simpson,Plant Science and Biotechnology,137,38,F9,F9,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0979,Mr Benjamin Richards,Biochemistry,174,36,B2,A1,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0980,Miss Nicole Lee,Physics,128,37,B3,D7,D7,D7,D7,D7,A1,A1,A1,-
REG2025_0981,Ms Katherine Hunt,Applied Physics,132,41,D7,D7,E8,E8,E8,E8,C5,C5,C5,-
REG2025_0982,Dr Allan Marsh,Physics,128,39,A1,B2,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0983,Lawrence Patel,Plant Science and Biotechnology,163,39,F9,E8,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0984,Jack Carr,Applied Physics,165,38,E8,B2,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0985,Ms Patricia Murphy,Physics,128,49,B3,C5,E8,E8,E8,E8,B3,B3,B3,-
REG2025_0986,Tracey Kelly,Biochemistry,167,41,D7,B2,D7,D7,D7,D7,C4,C4,C4,-
REG2025_0987,Melanie Simmons,Physics,177,37,D7,A1,E8,E8,E8,E8,C4,C4,C4,-
REG2025_0988,Conor Davies-Foster,Computer Science,130,47,C5,F9,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0989,Russell Dennis,Microbiology,160,34,A1,B2,D7,D7,D7,D7,B3,B3,B3,-
REG2025_0990,Ms Lydia Coleman,Biochemistry,155,30,A1,A1,D7,D7,D7,D7,A1,A1,A1,-
REG2025_0991,Damian Saunders,Biochemistry,164,31,D7,E8,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0992,Miss Natasha Campbell,Animal and Environmental Biology,170,43,C5,D7,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0993,Kirsty Richards,Plant Science and Biotechnology,133,36,D7,F9,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0994,Liam Spencer-Freeman,Industrial Chemistry,154,35,E8,B2,D7,D7,D7,D7,B2,B2,B2,-
REG2025_0995,Benjamin Fowler,Physics,154,45,D7,E8,F9,F9,F9,F9,C6,C6,C6,-
REG2025_0996,Tony James,Plant Science and Biotechnology,143,31,D7,C5,D7,D7,D7,D7,C5,C5,C5,-
REG2025_0997,Ms Maureen Preston,Biochemistry,151,43,E8,A1,D7,D7,D7,D7,C6,C6,C6,-
REG2025_0998,Francesca Lewis,Microbiology,159,39,E8,B2,F9,F9,F9,F9,B3,B3,B3,-
REG2025_0999,Charlie Smith-Bell,Biochemistry,165,47,B2,E8,F9,F9,F9,F9,C5,C5,C5,-
REG2025_1000,Ms Angela Singh,Physics,142,36,F9,B2,D7,D7,D7,D7,B2,B2,B2,-
